Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,77.900002,78.830002,77.500000,78.449997,77.576218,7709200
2017-10-03,78.830002,79.660004,78.750000,79.220001,78.337639,7936700
2017-10-04,79.269997,79.779999,79.070000,79.089996,78.209084,6173400
2017-10-05,79.169998,79.809998,79.080002,79.410004,78.525528,5138700
2017-10-06,78.779999,79.169998,78.250000,79.000000,78.120094,6246700
2017-10-09,79.500000,81.379997,79.400002,80.529999,79.633041,13493000
2017-10-10,82.680000,84.879997,82.610001,84.129997,83.192947,25124000
2017-10-11,84.580002,86.290001,84.099998,85.730003,84.775131,18561000
2017-10-12,85.699997,86.370003,85.059998,86.099998,85.141006,12877000
2017-10-13,86.239998,86.949997,86.239998,86.620003,85.655220,9389000
2017-10-16,86.580002,86.620003,85.019997,85.739998,84.785011,9300300
2017-10-17,85.500000,86.360001,85.320000,85.980003,85.022346,5851500
2017-10-18,86.150002,86.370003,86.010002,86.220001,85.259666,5472100
2017-10-19,86.150002,86.660004,85.769997,86.400002,85.437668,7029000
2017-10-20,86.599998,87.449997,86.279999,87.440002,86.466087,7617800
2017-10-23,87.339996,88.919998,87.260002,88.650002,87.662613,10586000
2017-10-24,88.690002,88.800003,87.910004,87.980003,87.000069,7700900
2017-10-25,87.849998,88.599998,87.430000,88.480003,87.494499,6408000
2017-10-26,88.660004,89.110001,88.019997,88.620003,87.632942,6484900
2017-10-27,88.139999,88.389999,87.150002,88.169998,87.187950,6617000
2017-10-30,87.940002,87.949997,86.389999,86.949997,85.981537,7052000
2017-10-31,86.860001,87.459999,86.599998,87.309998,86.337524,6006900
2017-11-01,87.070000,88.400002,87.000000,87.940002,86.960510,6176100
2017-11-02,88.279999,89.169998,87.800003,88.800003,87.810944,5183100
2017-11-03,89.019997,89.879997,88.760002,89.680000,88.681137,6512100
2017-11-06,89.419998,89.680000,88.680000,88.699997,87.712044,5257400
2017-11-07,88.870003,89.059998,88.309998,88.949997,87.959259,5349300
2017-11-08,89.110001,90.419998,89.099998,90.260002,89.254669,6767500
