Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,254.649994,255.990005,253.529999,255.990005,253.370514,2685100
2017-10-03,255.990005,258.260010,254.690002,255.460007,252.845932,3163400
2017-10-04,256.119995,257.130005,254.070007,255.759995,253.142853,3031000
2017-10-05,255.279999,258.989990,254.779999,258.890015,256.240845,3940200
2017-10-06,258.000000,258.899994,257.059998,258.579987,255.933990,2736400
2017-10-09,259.000000,259.000000,257.109985,258.390015,255.745941,2146100
2017-10-10,259.739990,261.059998,257.200012,260.929993,258.259949,2740700
2017-10-11,261.320007,261.649994,259.019989,261.440002,258.764740,2890300
2017-10-12,260.950012,262.980011,260.000000,261.910004,259.229950,2577900
2017-10-13,262.899994,263.790009,260.739990,260.739990,258.071899,2243900
2017-10-16,261.500000,262.000000,259.690002,259.750000,257.092010,1818900
2017-10-17,256.489990,259.049988,256.260010,258.619995,255.973587,2515900
2017-10-18,258.470001,260.730011,256.660004,260.040009,257.379059,2051700
2017-10-19,258.980011,259.100006,256.029999,259.040009,256.389282,2589200
2017-10-20,260.359985,264.829987,259.440002,264.750000,262.040863,3955900
2017-10-23,265.130005,265.980011,262.140015,262.320007,259.635742,3302400
2017-10-24,263.239990,267.209991,263.239990,266.000000,263.278076,4401600
2017-10-25,264.779999,266.000000,254.500000,258.420013,255.775650,7895300
2017-10-26,259.720001,261.440002,257.309998,259.269989,256.616913,3419100
2017-10-27,258.260010,259.500000,255.800003,256.459991,253.835678,2899200
2017-10-30,255.449997,260.410004,255.330002,259.250000,256.597168,3025900
2017-10-31,259.339996,259.929993,257.470001,257.980011,255.340149,2742800
2017-11-01,258.290009,259.410004,256.239990,258.500000,255.854813,2929500
2017-11-02,258.309998,263.239990,258.000000,262.630005,259.942535,2529900
2017-11-03,262.420013,263.790009,260.079987,261.750000,259.071564,2610800
2017-11-06,262.619995,265.839996,262.529999,264.070007,261.367828,2911600
2017-11-07,264.070007,267.279999,264.070007,266.130005,263.406738,3205400
2017-11-08,266.140015,267.619995,265.290009,265.570007,262.852478,2841800
2017-11-09,265.010010,266.750000,259.559998,262.700012,261.409607,3215900
2017-11-10,262.109985,262.500000,259.600006,260.850006,259.568695,1740600
2017-11-13,261.670013,263.359985,260.489990,262.420013,261.130981,2604100
2017-11-14,262.000000,262.399994,260.200012,261.760010,260.474213,2358200
2017-11-15,261.420013,264.769989,260.149994,262.859985,261.568787,2510500
2017-11-16,263.760010,265.040009,263.339996,263.700012,262.404694,2710200
2017-11-17,262.820007,263.739990,262.029999,262.260010,260.971771,1724800
