Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,49.389999,49.700001,49.250000,49.360001,48.225571,9525800
2017-10-03,49.450001,50.020000,49.430000,49.849998,48.704308,10218600
2017-10-04,49.639999,50.080002,49.380001,49.900002,48.753162,9887500
2017-10-05,49.959999,50.029999,49.680000,49.770000,48.626148,12230600
2017-10-06,49.040001,49.200001,48.660000,48.810001,48.260319,13239600
2017-10-09,48.889999,49.090000,48.650002,49.049999,48.497612,10702900
2017-10-10,49.279999,49.490002,49.060001,49.139999,48.586601,10843900
2017-10-11,49.139999,49.320000,48.509998,48.860001,48.309753,10335100
2017-10-12,48.439999,48.849998,48.130001,48.349998,47.805496,17087900
2017-10-13,48.340000,48.480000,47.830002,47.860001,47.321014,20105100
2017-10-16,47.900002,48.349998,47.700001,48.090000,47.548424,10394700
2017-10-17,48.090000,48.490002,47.869999,48.400002,47.854935,14842800
2017-10-18,48.330002,48.849998,47.759998,48.650002,48.102119,20410400
2017-10-19,50.049999,51.180000,49.049999,49.209999,48.655811,29173900
2017-10-20,49.450001,49.590000,48.930000,49.529999,48.972206,16259600
2017-10-23,49.470001,49.689999,48.910000,48.990002,48.438290,15660000
2017-10-24,49.160000,49.279999,48.720001,48.939999,48.388851,11527900
2017-10-25,48.680000,48.790001,48.150002,48.639999,48.092232,19256800
2017-10-26,48.860001,49.430000,48.750000,48.889999,48.339417,14420100
2017-10-27,48.720001,49.389999,48.529999,48.869999,48.319641,12423400
2017-10-30,48.880001,49.119999,47.419998,47.830002,47.291355,24587400
2017-10-31,47.939999,48.180000,47.709999,47.869999,47.330902,15910000
2017-11-01,48.150002,48.169998,47.560001,47.830002,47.291355,11046600
2017-11-02,47.880001,47.939999,47.180000,47.459999,46.925518,13126900
2017-11-03,47.660000,47.740002,47.240002,47.419998,46.885967,8038200
2017-11-06,46.310001,46.349998,44.840000,45.529999,45.017254,36443300
2017-11-07,45.209999,45.590000,44.680000,45.570000,45.056805,25789600
