Date,Open,High,Low,Close,Adj Close,Volume
10/2/2017,154.259995,154.449997,152.720001,153.809998,152.636734,18698800
10/3/2017,154.009995,155.089996,153.910004,154.479996,153.30162,16230300
10/4/2017,153.630005,153.860001,152.460007,153.479996,152.30925,20163800
10/5/2017,154.179993,155.440002,154.050003,155.389999,154.204681,21283800
10/6/2017,154.970001,155.490005,154.559998,155.300003,154.115372,17407600
10/9/2017,155.809998,156.729996,155.490005,155.839996,154.651245,16262900
10/10/2017,156.059998,158,155.100006,155.899994,154.710785,15617000
10/11/2017,155.970001,156.979996,155.75,156.550003,155.355835,16905600
10/12/2017,156.350006,157.369995,155.729996,156,154.810028,16125100
10/13/2017,156.729996,157.279999,156.410004,156.990005,155.792496,16394200
10/16/2017,157.899994,160,157.649994,159.880005,158.660431,24121500
10/17/2017,159.779999,160.869995,159.229996,160.470001,159.245941,18997300
10/18/2017,160.419998,160.710007,159.600006,159.759995,158.541336,16374200
10/19/2017,156.75,157.080002,155.020004,155.979996,154.790176,42584200
10/20/2017,156.610001,157.75,155.960007,156.25,155.058121,23974100
10/23/2017,156.889999,157.690002,155.5,156.169998,154.978729,21984300
10/24/2017,156.289993,157.419998,156.199997,157.100006,155.901642,17757200
10/25/2017,156.910004,157.550003,155.270004,156.410004,155.216904,21207100
10/26/2017,157.229996,157.830002,156.779999,157.410004,156.209274,17000500
10/27/2017,159.289993,163.600006,158.699997,163.050003,161.806259,44454200
10/30/2017,163.889999,168.070007,163.720001,166.720001,165.448257,44700800
10/31/2017,167.899994,169.649994,166.940002,169.039993,167.750549,36046800
11/1/2017,169.869995,169.940002,165.610001,166.889999,165.616959,33637800
11/2/2017,166.600006,168.5,165.279999,168.110001,166.827652,41393400
11/3/2017,174,174.259995,171.119995,172.5,171.184174,59398600
11/6/2017,172.369995,174.990005,171.720001,174.25,172.920822,35026300
11/7/2017,173.910004,175.25,173.600006,174.809998,173.476532,24361500
11/8/2017,174.660004,176.240005,174.330002,176.240005,174.895645,24409500
11/9/2017,175.110001,176.100006,173.139999,175.880005,174.538391,29482600
11/10/2017,175.110001,175.380005,174.270004,174.669998,173.960739,25145500
11/13/2017,173.5,174.5,173.399994,173.970001,173.26358,16982100
11/14/2017,173.039993,173.479996,171.179993,171.339996,170.644257,24782500
11/15/2017,169.970001,170.320007,168.380005,169.080002,168.393448,29158100
