Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,33.610001,33.770000,33.520000,33.750000,33.213127,16555200
2017-10-03,33.720001,33.900002,33.610001,33.849998,33.311531,13346900
2017-10-04,33.529999,33.560001,33.290001,33.439999,33.192421,14652200
2017-10-05,33.580002,33.669998,33.410000,33.590000,33.341312,14524800
2017-10-06,33.650002,33.779999,33.520000,33.750000,33.500130,15464700
2017-10-09,33.770000,33.889999,33.610001,33.759998,33.510052,8728400
2017-10-10,33.880001,33.910000,33.470001,33.549999,33.301609,18011000
2017-10-11,33.380001,33.630001,33.250000,33.590000,33.341312,12561400
2017-10-12,33.259998,33.459999,33.169998,33.259998,33.013756,17905600
2017-10-13,33.400002,33.570000,33.320000,33.470001,33.222202,13578800
2017-10-16,33.599998,33.639999,33.470001,33.540001,33.291683,10509100
2017-10-17,33.590000,33.669998,33.459999,33.599998,33.351238,9303100
2017-10-18,33.720001,33.750000,33.439999,33.549999,33.301609,9971200
2017-10-19,33.509998,33.889999,33.450001,33.750000,33.500130,13203100
2017-10-20,34.020000,34.389999,34.009998,34.250000,33.996426,24361400
2017-10-23,34.450001,34.680000,34.270000,34.349998,34.095684,22632000
2017-10-24,34.400002,34.669998,34.250000,34.580002,34.323986,16280200
2017-10-25,34.730000,34.730000,34.160000,34.299999,34.046055,17400900
2017-10-26,34.410000,34.509998,34.070000,34.270000,34.016277,14616100
2017-10-27,34.150002,34.619999,34.090000,34.430000,34.175095,20356600
2017-10-30,34.130001,34.380001,33.820000,34.040001,33.787983,18345100
2017-10-31,33.980000,34.240002,33.959999,34.150002,33.897167,13935100
2017-11-01,34.290001,34.750000,34.279999,34.619999,34.363686,22051300
2017-11-02,34.549999,34.639999,34.160000,34.209999,33.956722,19827600
2017-11-03,34.279999,34.490002,34.029999,34.470001,34.214798,13414400
2017-11-06,34.369999,34.560001,34.259998,34.410000,34.155243,12786900
2017-11-07,34.320000,34.480000,34.209999,34.400002,34.145317,11332900
2017-11-08,34.310001,34.500000,34.119999,34.500000,34.244576,13061300
2017-11-09,34.290001,34.320000,33.869999,34.049999,33.797905,16785000
2017-11-10,34.060001,34.090000,33.669998,33.990002,33.738354,19319400
2017-11-13,33.860001,34.209999,33.830002,33.950001,33.698647,16441500
2017-11-14,33.860001,34.160000,33.799999,34.040001,33.787983,17468500
2017-11-15,33.970001,34.310001,33.750000,34.110001,33.857464,30829600
2017-11-16,36.040001,36.669998,35.830002,35.880001,35.614361,61177100
2017-11-17,35.900002,36.320000,35.810001,35.900002,35.634212,27988000
2017-11-20,35.930000,36.540001,35.930000,36.500000,36.229767,26897800
2017-11-21,36.750000,36.970001,36.580002,36.650002,36.378658,24146400
2017-11-22,36.700001,36.720001,36.360001,36.450001,36.180138,17226400
2017-11-24,36.410000,36.570000,36.320000,36.490002,36.219845,6155800
2017-11-27,36.509998,37.090000,36.500000,36.869999,36.597027,20942200
2017-11-28,37.000000,37.799999,36.980000,37.730000,37.450661,30966600
2017-11-29,37.750000,38.029999,37.230000,37.480000,37.202511,36788600
2017-11-30,37.619999,37.799999,37.299999,37.299999,37.023846,30749500
2017-12-01,37.090000,37.660000,36.730000,37.599998,37.321621,26920900
2017-12-04,37.810001,37.990002,37.540001,37.720001,37.440739,29414400
2017-12-05,37.740002,37.820000,37.169998,37.310001,37.033772,23288200
2017-12-06,37.369999,37.720001,37.250000,37.410000,37.133030,16581800
2017-12-07,37.259998,37.779999,37.259998,37.400002,37.123108,17092000
2017-12-08,37.590000,37.689999,37.419998,37.610001,37.331551,14044400
2017-12-11,37.590000,38.040001,37.570000,37.959999,37.678959,16749500
2017-12-12,37.790001,38.099998,37.560001,37.910000,37.629330,16658600
2017-12-13,38.090000,38.369999,38.000000,38.150002,37.867554,20199500
2017-12-14,38.200001,38.270000,37.849998,37.900002,37.619404,16738300
2017-12-15,38.009998,38.279999,37.700001,38.189999,37.907253,47167700
2017-12-18,38.480000,38.889999,38.299999,38.480000,38.195110,21591400
2017-12-19,38.660000,38.860001,38.279999,38.299999,38.016441,19695200
2017-12-20,38.490002,38.799999,38.209999,38.740002,38.453186,18939500
2017-12-21,38.880001,38.990002,38.490002,38.529999,38.244736,16387500
2017-12-22,38.520000,38.740002,38.470001,38.549999,38.264591,11441600
